id,name,address,postcode,city,lat,lon
4135620173,Coop,Dorfstrasse,1735,Giffers,46.7620117,7.2088514
4222276745,Mini marché Nila,Unknown,Unknown,Unknown,46.2103272,6.1365411
4224270326,Unknown,Chemin du Petit-Saconnex,1209,Genève,46.222578,6.1301253
4250076730,Alima Super Marché & Boucherie,Unknown,Unknown,Unknown,46.7985735,7.1533741
4250798594,Coop,Unknown,Unknown,Unknown,46.4530691,6.8575215
4250850089,Migros,Unknown,Unknown,Unknown,46.4527178,6.8579172
4255859368,Migros,Unknown,Unknown,Unknown,46.5314004,6.6187039
4279089265,Coop,Chemin de l'Islettaz,1305,Penthalaz,46.6071921,6.5225498
4286225531,ALDI,Unknown,Unknown,Unknown,46.8081224,7.1284089
4288375014,Landi,Avenue des Sports,1400,Yverdon-les-Bains,46.7793375,6.6537723
4310110646,Coop,Place de Cornavin,1201,Genève,46.2097297,6.1435681
4319815882,Volg,Unknown,1786,Nant,46.9579275,7.1086103
4336822460,Denner,Unknown,Unknown,Unknown,46.4410574,6.8934233
4337239357,Migros,Unknown,Unknown,Unknown,46.53295,6.6465948
4337239752,Coop,Unknown,Unknown,Unknown,46.5328667,6.6465526
4340681468,Migros,Unknown,Unknown,Unknown,46.8209749,7.1541268
4374665095,Migros,Unknown,Unknown,Unknown,46.5241009,6.9049829
4394604402,Caritas Luserna,Avenue De-Luserna,Unknown,Unknown,46.2127984,6.1256756
4397479790,Caritas Geneve,Rue de Carouge,1205,Genève,46.1932425,6.1440563
4404670012,Coop,Unknown,Unknown,Unknown,46.2177956,7.0063135
4406493692,Denner,Unknown,Unknown,Unknown,46.2113797,6.1496006
4409368895,Manor AG - Chavannes de Bogis,Chemin Industriel,Unknown,Unknown,46.3334808,6.1572202
4412885193,Lidl,Unknown,Unknown,Unknown,46.2136986,6.1455443
4417429699,Migros,Unknown,Unknown,Unknown,46.2145524,7.0053971
4485050990,Migros,Place de la Fusterie,1204,Genève,46.203871,6.1462335
4578347858,Sherpa,Place du Snow,74110,Morzine,46.1906453,6.7776968
4581204689,Migros,Unknown,Unknown,Unknown,46.4923302,6.7695652
4589955607,Denner,Grande Ferme,3280,Muntelier,46.9406319,7.145202
4597792764,Denner,Unknown,Unknown,Unknown,46.5711309,6.8231374
4601227391,Denner,Grande Ferme,3280,Muntelier,46.9405337,7.1450493
4634829754,Aldi,Route d'Oron,Unknown,Unknown,46.5355078,6.6555979
4644027290,Denner,Unknown,Unknown,Unknown,46.1929579,6.1429814
4682401705,Denner,Chemin du Croset,1024,Ecublens (VD),46.5338939,6.563835
4708591119,Epicerie de Lonay,Route de la Chérard,Unknown,Lonay,46.5266016,6.5203508
4738017329,Denner,Unknown,Unknown,Unknown,46.3847529,6.2383706
4745754483,Aldi,Unknown,Unknown,Unknown,46.4737073,6.4272608
4762968165,Denner,Unknown,Unknown,Unknown,46.4578947,6.8568111
4782996260,Chez Aeby,Unknown,Unknown,Unknown,46.8058382,7.1636648
4818100710,Migros,Unknown,Unknown,Unknown,46.538575,6.5803842
4911895521,Coop,Unknown,Unknown,Unknown,46.2531017,6.9501609
4949356682,Kiss The Ground,Unknown,Unknown,Unknown,46.3841285,6.2325841
4968715922,Denner,Unknown,Unknown,Unknown,46.232555,6.0827085
5019758722,Denner,Avenue de Savoie,1896,Vouvry,46.3367423,6.8914278
5098287125,Denner,Place Croix-Blanche,1066,Epalinges,46.548136,6.6706133
5111530089,Migros,Chemin Sous le Grand-Pré,1860,Aigle,46.31738,6.9360883
5111530096,Denner,Chemin Sous le Grand-Pré,1860,Aigle,46.3173862,6.9373368
5113772325,Denner,Rue du Centre,1637,Charmey (Gruyère),46.6198823,7.1628243
5115663296,Migros,En Bellossy,1897,Bouveret,46.3772675,6.8607512
5222667825,Migros,Rue des Eaux-Vives,1207,Unknown,46.2038441,6.1576954
5257736422,Coop,Rue de Jargonnant,1207,Genève,46.2006718,6.159935
5282331805,Denner,Unknown,Unknown,Unknown,46.3896596,6.2223644
5285241521,Gate Gourmet GVA,Route de l'Aéroport,1215,Unknown,46.226801,6.1008618
5314847430,Carrefour City,Rue de la Gare,74100,Annemasse,46.1943727,6.2339593
5318142823,Magasin magie la côte,Chemin Falconnier,1260,Unknown,46.3901486,6.2236958
5330152125,Sherpa,Route de la Télécabine,74430,Saint-Jean-d'Aulps,46.2262671,6.6418851
5348096020,Landi,Unknown,Unknown,Unknown,46.6438837,6.6355376
5360433272,Coop,Unknown,Unknown,Unknown,46.5453308,6.5695505
5428703277,Denner,Place du Marché,1820,Montreux,46.4312458,6.9097952
5459371872,Coop,Unknown,Unknown,Unknown,46.4316216,6.9113994
5553197257,Denner,Chemin du Viaduc,1008,Prilly,46.5274617,6.6015707
5558875118,H Foods,Unknown,Unknown,Unknown,46.2165531,6.1468749
5608798428,Boulangerie Au fil du temps,Route de Fribourg,1773,Léchelles,46.82983,7.0177968
5633888421,Migros Domdidier,Unknown,Unknown,Unknown,46.865415,7.0094503
5739458393,Denner,Unknown,Unknown,Unknown,46.7813684,6.6355947
5773709165,Denner,Unknown,Unknown,Unknown,46.1920616,6.1389111
5843851332,Lidl,Unknown,Unknown,Unknown,46.6152007,7.0503931
5852227385,Denner,Unknown,1800,Unknown,46.4586301,6.8483452
5861961887,Gul Market,Unknown,1004,Unknown,46.5262805,6.6106498
5862001886,Gul Market,Unknown,1004,Unknown,46.5262748,6.6106837
5947943468,Migros,Unknown,Unknown,Unknown,46.5259689,6.6235484
5976529499,St-Sulpice NE,Quartier du Pont,2123,St-Sulpice NE,46.910362,6.5631669
6151907037,Denner,Rue de la Gare,1030,Bussigny,46.5475372,6.5529821
6198366385,Coop,Boulevard de Saint-Georges,1205,Unknown,46.2012872,6.1391671
6218415208,Spar,Route de Salavaux,1580,Avenches,46.8995337,7.0496124
6275142683,Migros,Unknown,Unknown,Unknown,46.5181965,6.5176043
6315798885,Denner,Chemin Bizot,1208,Unknown,46.1938688,6.1659607
6324181690,Denner,Unknown,Unknown,Unknown,46.8091429,7.1744924
6410200887,ALDI,Route de l'Industrie,1680,Romont FR,46.6873587,6.9082501
6410203593,Migros,Avenue de la Gare,1680,Romont FR,46.6925134,6.912314
6410203799,Coop,Route de la Belle-Croix,1680,Romont (FR),46.6928365,6.9137572
6415518795,Coop,Unknown,Unknown,Unknown,46.8959705,6.7757423
6459218313,Migros du Silo,Unknown,Unknown,Unknown,46.5327323,6.5869189
6483400268,Coop,Unknown,Unknown,Unknown,46.8086836,7.1735645
6535934515,Fischer Alimentation,Unknown,Unknown,Unknown,46.8946548,6.9014881
6578079925,Coop,Allée du Communet,1196,Gland,46.427245,6.2662481
6631280686,Volg,Unknown,Unknown,Unknown,46.2785809,6.9288455
6680196801,La Fève,Esplanade des Récréations,1217,Meyrin,46.231754,6.0716609
6718534575,Coop,La Petite Corniche,Unknown,Unknown,46.5009194,6.6956748
6732792391,Denner,Unknown,Unknown,Unknown,46.6927479,6.9124488
6757731787,VOI,Place de la Diversité,Unknown,Meyrin,46.2307913,6.0674614
7006201262,Intermarché,Rue Amédée de Foras,74200,Thonon-les-Bains,46.3792009,6.4977238
7074473358,Denner,Unknown,Unknown,Unknown,46.4638357,6.8398689
7074497276,Migros,Unknown,Unknown,Unknown,46.4636936,6.8400687
7089272984,Aldi Suisse,Unknown,Unknown,Unknown,46.2270945,6.0860762
7149041172,Ly Thanh,Rue des Deux-Marchés,1800,Vevey,46.4596239,6.8448999
7164883681,Denner,Unknown,Unknown,Unknown,46.4645903,6.8417519
7172148724,Denner,Unknown,Unknown,Unknown,46.5265814,6.8522382
7178713054,Nabio,Unknown,Unknown,Unknown,46.4633513,6.8385123
7178747752,Picard Surgelé,Unknown,Unknown,Unknown,46.4623679,6.8404271
7231653833,Cora,Rue de la Botte,74500,Publier,46.3915687,6.5247365
7316128290,Denner,Route d'Yvonand,1522,Lucens,46.7086806,6.8413264
7402347123,Coccinelle Express,Avenue de la Gare,25160,Labergement-Sainte-Marie,46.7750314,6.2794608
7404417734,Pêcherie du Haut-Léman,rue du Lac,1815,Clarens,46.4416653,6.8822034
7443294880,Denner,Unknown,Unknown,Unknown,46.794709,7.142365
7608842774,Carrefour,Unknown,74200,Margencel,46.3451501,6.4348823
7623361858,Denner,Unknown,Unknown,Unknown,46.7986967,7.1356268
7656997249,Denner,Unknown,Unknown,Unknown,46.3843531,6.8535617
7660727426,Coopérative l’Espérance,Unknown,Unknown,Unknown,46.6584443,6.0745457
7734432246,Coop,Grand-Rue,Unknown,Unknown,46.6192785,7.0574465
7746213154,Landi Agro,Place de la Gare,1038,Bercher,46.6917157,6.7031558
7784132951,Coop,Avenue Centrale,1884,Villars-sur-Ollon,46.2985567,7.054371
7888312408,Denner,Unknown,Unknown,Versoix,46.2802105,6.166794
7985412585,Supermarché de Chexbres,Unknown,1071,Unknown,46.4816188,6.7776093
8003471785,Denner Express,Unknown,Unknown,Unknown,46.2100253,6.128863
8042153989,Landi,Freiburgstrasse,3280,Murten/Morat,46.918301,7.1122238
8111589625,Coop,Unknown,Unknown,Unknown,46.9655164,7.1217604
8126719712,ALDI,Route de Saint-Loup,1290,Versoix,46.2794139,6.1652207
8160658037,Aldi,Avenue du Général-Guisan,Unknown,Unknown,46.4650748,6.8390981
8173321992,La Ferme 1794,Champ Raclé,3280,Murten,46.9419043,7.1438679
8198719721,Landi,Chemin de la Biole,1860,Aigle,46.3102362,6.9448982
8242638301,Migros,Place de la Gare,1740,Neyruz FR,46.7661981,7.0645597
